label,subject,body
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://paypal-security-update.com/verify
legit,Feedback on your presentation,Please return the book by 2 PM.
phishing,URGENT: Account Suspended,Your payment failed. Update details now to keep your subscription active: bca-klik-secure.net
phishing,Action Required: Verify Your Email,Track your package here. It could not be delivered due to missing address: http://paypal-security-update.com
legit,Notes from yesterday's meeting,Let's grab lunch at room 201.
legit,Invoice #9921 attached,Your homework has been submitted successfully.
legit,Notes from yesterday's meeting,See you at the sync later.
phishing,Unusual login activity,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,Security Alert: Compromised Password,We noticed suspicious activity. Verify your identity at http://paypal-security-update.com to unlock your account.
legit,Library overdue notice,Let's grab lunch at the usual spot.
phishing,Unusual login activity,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
phishing,Account locked due to multiple failed logins,You have a pending document shared via OneDrive. View it here: http://secure-update.com
legit,Schedule change for Fall 2026,See you at the sync later.
legit,Welcome to the team,Welcome to the team! We are glad to have you.
phishing,Bank Account Alert: Bank of America,Alert: Unusual activity on your Chase account. Log in to verify: http://verify-your-id.net
legit,Project update: Website Redesign,Welcome to the team! We are glad to have you.
legit,Your flight itinerary,Great presentation today! I really liked the part about marketing.
phishing,Password Reset Required,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
legit,Happy birthday!,See you at the sync later.
phishing,President University: IT Helpdesk Alert,Your account will be suspended in 24 hours. Click here to verify: http://login-verify-account.net/verify
legit,Meeting at tomorrow morning,See you at the sync later.
phishing,You won a $1000 Amazon Gift Card,Your account will be suspended in 24 hours. Click here to verify: http://it-helpdesk-portal.com/verify
legit,Happy birthday!,Please find the invoice attached for your records.
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Your subscription has expired,FINAL WARNING: We will close your account unless you update your profile here: http://it-helpdesk-portal.com
phishing,Invoice #5543 Overdue - Pay Immediately,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
phishing,Invoice #1002 Overdue - Pay Immediately,Your PayPal account is restricted. Update your billing details immediately at paypal-security-update.com.
phishing,IT Support: Required System Update,You have an unpaid invoice of $450. Pay immediately using the link: http://secure-update.com
phishing,Claim your iPhone,Alert: Unusual activity on your Bank of America account. Log in to verify: http://verify-your-id.net
phishing,URGENT: Account Suspended,Your antivirus subscription expired. Renew now at a discount: http://free-prize-claim.org
phishing,Action Required: Verify Your Email,You have a pending document shared via OneDrive. View it here: http://login-verify-account.net
phishing,Important: Update your mailbox quota,Track your package here. It could not be delivered due to missing address: http://secure-update.com
legit,Library overdue notice,Wishing you a very happy birthday!
legit,Coffee break?,Please return the book by next Monday.
phishing,Final Warning: Account Deletion,Your payment failed. Update details now to keep your subscription active: free-prize-claim.org
phishing,Your subscription has expired,Your antivirus subscription expired. Renew now at a discount: http://free-prize-claim.org
legit,Your flight itinerary,Wishing you a very happy birthday!
legit,Coffee break?,Can you please review the attached document before the meeting at 2 PM?
legit,Homework submission confirmed,Great presentation today! I really liked the part about budget.
phishing,IT Support: Required System Update,Your payment failed. Update details now to keep your subscription active: login-verify-account.net
legit,Schedule change for Spring 2026,Please return the book by 2 PM.
phishing,Invoice #5543 Overdue - Pay Immediately,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
legit,Weekly sync,Here is your flight itinerary for your upcoming trip.
legit,Your flight itinerary,Your class schedule for Fall 2026 is ready.
legit,Meeting at 2 PM,Your class schedule for Even Semester is ready.
phishing,PayPal Security Notice,Your payment failed. Update details now to keep your subscription active: it-helpdesk-portal.com
phishing,IT Support: Required System Update,We noticed suspicious activity. Verify your identity at http://free-prize-claim.org to unlock your account.
phishing,Final Warning: Account Deletion,Track your package here. It could not be delivered due to missing address: http://free-prize-claim.org
phishing,Account locked due to multiple failed logins,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
phishing,Bank Account Alert: BNI,We noticed suspicious activity. Verify your identity at http://free-prize-claim.org to unlock your account.
legit,Feedback on your presentation,Your homework has been submitted successfully.
legit,Weekly sync,Your homework has been submitted successfully.
phishing,Invoice #7781 Overdue - Pay Immediately,Someone logged into your account from a new device. Click here if it wasn't you: http://free-prize-claim.org
phishing,Your subscription has expired,Your PayPal account is restricted. Update your billing details immediately at it-helpdesk-portal.com.
phishing,Important: Update your mailbox quota,We noticed suspicious activity. Verify your identity at http://paypal-security-update.com to unlock your account.
legit,Please review document,Please return the book by next Monday.
legit,Welcome to the team,I've attached the notes from yesterday's meeting. Thanks.
legit,Project update: Alpha,Please find the invoice attached for your records.
phishing,Verify your identity now,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
legit,Invoice #8473 attached,Please find the invoice attached for your records.
phishing,Update your payment details,Track your package here. It could not be delivered due to missing address: http://bca-klik-secure.net
legit,Your flight itinerary,Can you please review the attached document before the meeting at Friday at 3 PM?
